cell_id,pred_cell_type
acfkjeld-1,Macrophages (possibly FCGR1A+ subset)
acfkkpkg-1,CD14+ Monocytes / Macrophages
acflbmdp-1,Macrophages (possibly FCGR1A+ subset)
acfnnfna-1,Macrophages (possibly FCGR1A+ subset)
acfpcden-1,Macrophages (possibly FCGR1A+ subset)
acgbapga-1,Macrophages (possibly FCGR1A+ subset)
acgdbcfl-1,Possible Mast Cells / Neuroendocrine-like
acgdhbjf-1,Possible Mast Cells / Neuroendocrine-like
acgeeggc-1,Possible Mast Cells / Neuroendocrine-like
acgelenb-1,Possible Mast Cells / Neuroendocrine-like
acgfllec-1,Possible Mast Cells / Neuroendocrine-like
acgidnkc-1,Possible Mast Cells / Neuroendocrine-like
acgidobi-1,Macrophages (possibly FCGR1A+ subset)
acgjgmmk-1,Possible Mast Cells / Neuroendocrine-like
acgmhoch-1,Possible Mast Cells / Neuroendocrine-like
acgnpefk-1,Macrophages
acgoemfh-1,CD14+ Monocytes / Macrophages
acgoieop-1,Possible Mast Cells / Neuroendocrine-like
achakegn-1,B cells
achapopa-1,Macrophages (possibly FCGR1A+ subset)
achfmpok-1,Macrophages (possibly FCGR1A+ subset)
achhbdcp-1,Macrophages (possibly FCGR1A+ subset)
achhlehg-1,Macrophages (possibly FCGR1A+ subset)
achimnam-1,CD14+ Monocytes / Macrophages
achkgedc-1,Possible Mast Cells / Neuroendocrine-like
achlagab-1,Macrophages (possibly FCGR1A+ subset)
achocadf-1,Macrophages (possibly FCGR1A+ subset)
achoefcp-1,Possible Mast Cells / Neuroendocrine-like
acibmmhd-1,Possible Mast Cells / Neuroendocrine-like
acibpgep-1,Possible Mast Cells / Neuroendocrine-like
acicaoae-1,Possible Mast Cells / Neuroendocrine-like
acicinkj-1,Possible Mast Cells / Neuroendocrine-like
acidgnfn-1,Possible Mast Cells / Neuroendocrine-like
aciealoj-1,B cells
acilfahj-1,Possible Mast Cells / Neuroendocrine-like
acinfjlo-1,Possible Mast Cells / Neuroendocrine-like
acinjdnp-1,B cells
acinpjba-1,B cells
aciofohe-1,Possible Mast Cells / Neuroendocrine-like
acioplii-1,Possible Mast Cells / Neuroendocrine-like
acjabhfa-1,Macrophages (possibly FCGR1A+ subset)
acjajphm-1,Macrophages (possibly FCGR1A+ subset)
acjcgdgg-1,Possible Mast Cells / Neuroendocrine-like
acjclpce-1,Possible Mast Cells / Neuroendocrine-like
acjecmck-1,Possible Mast Cells / Neuroendocrine-like
acjejjnf-1,Possible Mast Cells / Neuroendocrine-like
acjgapfm-1,CD14+ Monocytes / Macrophages
acjgfhmb-1,Smooth Muscle Cells (and/or Myofibroblasts)
acjggjbg-1,Possible Mast Cells / Neuroendocrine-like
acjgnhdg-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
acjgogom-1,Macrophages (possibly FCGR1A+ subset)
acjgpbca-1,Anti-inflammatory Macrophages (M2-like)
acjhgbga-1,Smooth Muscle Cells (and/or Myofibroblasts)
acjiacpl-1,Endothelial Cells
acjkannn-1,Endothelial Cells
acjkblgm-1,Endothelial Cells
acjkbpab-1,CD14+ Monocytes / Macrophages
acjkcggm-1,Endothelial Cells
acjkjllj-1,CD8+ Cytotoxic T cells
acjodnml-1,Endothelial Cells
acjoiebh-1,Fibroblasts / Myofibroblasts (Stromal cells)
acjpedod-1,Fibroblasts (Stromal cells)
acjpkeoa-1,Natural Killer (NK) cells
acjpnelg-1,CD4+ T cells (naive/central memory)
ackaomak-1,Endothelial Cells
ackbepad-1,CD8+ Cytotoxic T cells
ackcdpkc-1,CD8+ Cytotoxic T cells
ackcjnml-1,Endothelial Cells
ackebnlc-1,Endothelial Cells
ackfilgh-1,Endothelial Cells
ackfnmci-1,Macrophages
ackggcia-1,Endothelial Cells
ackhckij-1,Fibroblasts (Stromal cells)
ackifkim-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ackikmhc-1,B cells
ackklgik-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ackkngki-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ackmbfim-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ackmllgc-1,CD14+ Monocytes / Macrophages
ackmnnai-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ackmpgje-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ackncnci-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
acknobof-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
acknphmh-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ackodeee-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ackofmcl-1,Cytotoxic/NK-like T cells
ackojani-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
ackplhgj-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
acladkip-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
aclbnddd-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
aclceplb-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
aclcilgb-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
acldainb-1,CD8+ Cytotoxic T cells
acleddio-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
acleeppa-1,CD8+ Cytotoxic T cells
aclfkgnl-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
aclfoohm-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
aclgldmn-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
aclglhbi-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
aclhfgkm-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
aclihaod-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
aclippfl-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
acljdghb-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
acljjkib-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
aclklece-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
aclklgog-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
aclkpjki-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
aclmjalk-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
aclmnfpi-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
acmajbjg-1,Macrophages (possibly FCGR1A+ subset)
acmcdidj-1,Possible Mast Cells / Neuroendocrine-like
acmdiice-1,CD14+ Monocytes / Macrophages
acmejeco-1,B cells
acmfdmcn-1,Macrophages (possibly FCGR1A+ subset)
acmgihpb-1,Macrophages (possibly FCGR1A+ subset)
acmgmlll-1,Possible Mast Cells / Neuroendocrine-like
acmhclka-1,Macrophages (possibly FCGR1A+ subset)
acmilknm-1,Macrophages (possibly FCGR1A+ subset)
acmipdbo-1,Possible Mast Cells / Neuroendocrine-like
acmknmji-1,Macrophages (possibly FCGR1A+ subset)
acmldbpi-1,Possible Mast Cells / Neuroendocrine-like
acmljkcp-1,Cytotoxic/NK-like T cells
acmminli-1,B cells
acmmnjcc-1,Macrophages (possibly FCGR1A+ subset)
acmmondc-1,Macrophages (possibly FCGR1A+ subset)
acmokmdg-1,Macrophages (possibly FCGR1A+ subset)
acmooijm-1,Macrophages (possibly FCGR1A+ subset)
acmpiffo-1,Macrophages (possibly FCGR1A+ subset)
acnalnlp-1,Macrophages (possibly FCGR1A+ subset)
acnbkakd-1,Macrophages (possibly FCGR1A+ subset)
acnggooc-1,Macrophages (possibly FCGR1A+ subset)
acnijcid-1,Macrophages (possibly FCGR1A+ subset)
acnlaggh-1,B cells
acnlappj-1,B cells
acnlnplm-1,Macrophages
acnloekc-1,Macrophages (possibly FCGR1A+ subset)
acnmpkhl-1,Macrophages (possibly FCGR1A+ subset)
acnoaken-1,Possible Mast Cells / Neuroendocrine-like
acnocjff-1,Cytotoxic/NK-like T cells
acnpjeme-1,Possible Mast Cells / Neuroendocrine-like
acobifgn-1,Possible Mast Cells / Neuroendocrine-like
acobjgii-1,Possible Mast Cells / Neuroendocrine-like
acocfdag-1,Possible Mast Cells / Neuroendocrine-like
acodnlpm-1,Macrophages (possibly FCGR1A+ subset)
acodoiok-1,Possible Mast Cells / Neuroendocrine-like
acofmoai-1,Possible Mast Cells / Neuroendocrine-like
acofocop-1,Macrophages (possibly FCGR1A+ subset)
acoilbgc-1,Macrophages (possibly FCGR1A+ subset)
acoilmkh-1,Possible Mast Cells / Neuroendocrine-like
acolcood-1,Possible Mast Cells / Neuroendocrine-like
acomamaj-1,Possible Mast Cells / Neuroendocrine-like
acopddkj-1,B cells
acpaghga-1,Macrophages (possibly FCGR1A+ subset)
acpagihh-1,B cells
acpbpajb-1,Possible Mast Cells / Neuroendocrine-like
acpckmdo-1,B cells
acpdnaha-1,B cells
acpdojkk-1,Macrophages (possibly FCGR1A+ subset)
acpekmgc-1,Macrophages (possibly FCGR1A+ subset)
acpfcanl-1,B cells
acpflagm-1,Macrophages (possibly FCGR1A+ subset)
acphpagb-1,Macrophages (possibly FCGR1A+ subset)
acpiegoa-1,Possible Mast Cells / Neuroendocrine-like
acplgedo-1,Macrophages (possibly FCGR1A+ subset)
acpmdbpc-1,Possible Mast Cells / Neuroendocrine-like
acpnnldc-1,Possible Mast Cells / Neuroendocrine-like
acppgacn-1,B cells
adaadkmp-1,Possible Mast Cells / Neuroendocrine-like
adaaigef-1,Possible Mast Cells / Neuroendocrine-like
adabanmb-1,B cells
adabmcgf-1,Cytotoxic/NK-like T cells
adadaleg-1,Macrophages (possibly FCGR1A+ subset)
adaegmno-1,B cells
adaflnhm-1,Macrophages (possibly FCGR1A+ subset)
adafogkj-1,Possible Mast Cells / Neuroendocrine-like
adafpbke-1,Macrophages (possibly FCGR1A+ subset)
adafppao-1,Macrophages (possibly FCGR1A+ subset)
adagnibl-1,B cells
adahkkah-1,B cells
adaiflkd-1,Macrophages (possibly FCGR1A+ subset)
adakajmh-1,B cells
adakgglb-1,Macrophages (possibly FCGR1A+ subset)
adameooj-1,Macrophages (possibly FCGR1A+ subset)
adanknhn-1,Possible Mast Cells / Neuroendocrine-like
adaobipe-1,B cells
adaodgff-1,B cells
adapjlff-1,B cells
adbaaepa-1,B cells
adbakdhm-1,Macrophages (possibly FCGR1A+ subset)
adbbcnmk-1,B cells
adbbgjak-1,B cells
adbbjghp-1,Macrophages (possibly FCGR1A+ subset)
adbccopi-1,Naive/Central Memory T cells
adbcfdga-1,B cells
adbcodia-1,Macrophages (possibly FCGR1A+ subset)
adbfcpnh-1,Macrophages
adbfpdai-1,Possible Mast Cells / Neuroendocrine-like
adbgnohj-1,B cells
adbhjaam-1,Macrophages (possibly FCGR1A+ subset)
adbjiojb-1,Macrophages (possibly FCGR1A+ subset)
adbjklhp-1,Possible Mast Cells / Neuroendocrine-like
adbnkpka-1,Macrophages (possibly FCGR1A+ subset)
adbpmebb-1,Possible Mast Cells / Neuroendocrine-like
adcacmbo-1,Macrophages (possibly FCGR1A+ subset)
adcbhjkb-1,Macrophages (possibly FCGR1A+ subset)
adccgifi-1,Possible Mast Cells / Neuroendocrine-like
adcfbaec-1,Possible Mast Cells / Neuroendocrine-like
adcgmgnn-1,Macrophages (possibly FCGR1A+ subset)
adckgpdp-1,Anti-inflammatory Macrophages (M2-like)
adclpaep-1,CD4+ T cells (naive/central memory)
adcmaibk-1,CD4+ T cells (naive/central memory)
adcmkeoi-1,CD8+ Cytotoxic T cells
adcnholj-1,Natural Killer (NK) cells
adcnnddj-1,CD4+ T cells (naive/central memory)
adcogmig-1,CD4+ T cells (naive/central memory)
adconegb-1,Fibroblasts / Myofibroblasts (Stromal cells)
addefdde-1,CD4+ T cells (naive/central memory)
addgpnoo-1,CD4+ T cells (naive/central memory)
addickac-1,CD8+ Cytotoxic T cells
addjpahm-1,CD4+ T cells (naive/central memory)
addkcooc-1,B cells
addkdgeh-1,Fibroblasts / Myofibroblasts (Stromal cells)
addkgmhc-1,CD4+ T cells (naive/central memory)
addlcidl-1,Fibroblasts / Myofibroblasts (Stromal cells)
addlhklp-1,Possible Mast Cells / Neuroendocrine-like
addodimi-1,CD4+ T cells (naive/central memory)
addpbpdc-1,CD4+ T cells (naive/central memory)
addpijbc-1,CD4+ T cells (naive/central memory)
adebmjga-1,CD8+ Cytotoxic T cells
adeccbgd-1,CD14+ Monocytes / Macrophages
adeclipk-1,CD8+ Cytotoxic T cells
adedhdpg-1,CD4+ T cells (naive/central memory)
adeecelm-1,CD4+ T cells (naive/central memory)
adeecphe-1,Fibroblasts / Myofibroblasts (Stromal cells)
adeekhki-1,B cells
adeflhne-1,Possible Mast Cells / Neuroendocrine-like
adehekom-1,CD8+ Cytotoxic T cells
adejifob-1,CD8+ Cytotoxic T cells
adekefdb-1,Fibroblasts / Myofibroblasts (Stromal cells)
adekkbde-1,CD4+ T cells (naive/central memory)
adekmilp-1,CD8+ Cytotoxic T cells
adelffai-1,B cells
adelonik-1,Smooth Muscle Cells (and/or Myofibroblasts)
ademjeea-1,Fibroblasts / Myofibroblasts (Stromal cells)
adeoiejb-1,Cytotoxic/NK-like T cells
adepobgm-1,Naive/Central Memory T cells
adfbihje-1,CD8+ Cytotoxic T cells
adfcbpig-1,Fibroblasts / Myofibroblasts (Stromal cells)
adfchipo-1,CD4+ T cells (naive/central memory)
adfcmacn-1,CD4+ T cells (naive/central memory)
adfcncmk-1,CD4+ T cells (naive/central memory)
adfeaacj-1,CD4+ T cells (naive/central memory)
adffipak-1,CD4+ T cells (naive/central memory)
adffjehh-1,Fibroblasts / Myofibroblasts (Stromal cells)
adffomlm-1,Macrophages
adfhcohn-1,B cells
adfhdafb-1,CD8+ Cytotoxic T cells
adfikfnf-1,CD4+ T cells (naive/central memory)
adfjagnd-1,CD4+ T cells (naive/central memory)
adfjgkkc-1,CD8+ Cytotoxic T cells
adfkimgb-1,CD4+ T cells (naive/central memory)
adfknibm-1,CD4+ T cells (naive/central memory)
adfldogh-1,CD4+ T cells (naive/central memory)
adflijba-1,Cytotoxic/NK-like T cells
adfmfcbn-1,Natural Killer (NK) cells
adfneoog-1,CD8+ Cytotoxic T cells
adfniled-1,CD4+ T cells (naive/central memory)
adfoadkb-1,Anti-inflammatory Macrophages (M2-like)
adfogchf-1,CD4+ T cells (naive/central memory)
adfpbnia-1,Possible Mast Cells / Neuroendocrine-like
adgbdgld-1,Possible Mast Cells / Neuroendocrine-like
adgbebjm-1,CD4+ T cells (naive/central memory)
adgdakdf-1,B cells
adgdfagb-1,Macrophages (possibly FCGR1A+ subset)
adgdmcjm-1,CD4+ T cells (naive/central memory)
adgflapb-1,Cytotoxic/NK-like T cells
adgggnpg-1,Fibroblasts / Myofibroblasts (Stromal cells)
adgipani-1,B cells
adgjgoon-1,B cells
adgkdioi-1,CD8+ Cytotoxic T cells
adglcbmg-1,CD4+ T cells (naive/central memory)
adgljhdj-1,CD4+ T cells (naive/central memory)
adgmnmon-1,Naive/Central Memory T cells
adgnbjgo-1,Fibroblasts / Myofibroblasts (Stromal cells)
adgodnij-1,Fibroblasts / Myofibroblasts (Stromal cells)
adgpljpn-1,Fibroblasts / Myofibroblasts (Stromal cells)
adhdmccb-1,CD8+ Cytotoxic T cells
adhhbikg-1,Smooth Muscle Cells (and/or Myofibroblasts)
adhhhnii-1,CD4+ T cells (naive/central memory)
adhhphol-1,CD4+ T cells (naive/central memory)
adhlcdlg-1,Naive/Central Memory T cells
adhlmgdd-1,CD8+ Cytotoxic T cells
adhofpbk-1,CD8+ Cytotoxic T cells
adibemge-1,CD4+ T cells (naive/central memory)
adibmngh-1,CD4+ T cells (naive/central memory)
adicphnn-1,Macrophages (possibly FCGR1A+ subset)
adihcpll-1,CD4+ T cells (naive/central memory)
adijeoee-1,Possible Mast Cells / Neuroendocrine-like
adikkgmd-1,CD4+ T cells (naive/central memory)
adimhpcf-1,Naive/Central Memory T cells
adingnoa-1,CD4+ T cells (naive/central memory)
adinheoa-1,Fibroblasts / Myofibroblasts (Stromal cells)
adioolng-1,Plasma Cells (differentiated B cells)
adipabkj-1,Fibroblasts / Myofibroblasts (Stromal cells)
adipdcgk-1,Fibroblasts / Myofibroblasts (Stromal cells)
adiphoja-1,Fibroblasts / Myofibroblasts (Stromal cells)
adjaeoil-1,Fibroblasts / Myofibroblasts (Stromal cells)
adjcgege-1,Fibroblasts / Myofibroblasts (Stromal cells)
adjdfnbb-1,Fibroblasts / Myofibroblasts (Stromal cells)
adjdhcmo-1,CD4+ T cells (naive/central memory)
adjedmoe-1,Possible Mast Cells / Neuroendocrine-like
adjfdpko-1,Fibroblasts / Myofibroblasts (Stromal cells)
adjfeajd-1,Smooth Muscle Cells (and/or Myofibroblasts)
adjflafl-1,CD4+ T cells (naive/central memory)
adjjhnnd-1,Possible Mast Cells / Neuroendocrine-like
adjjilik-1,CD8+ Cytotoxic T cells
adjjoaki-1,CD4+ T cells (naive/central memory)
adjkelpp-1,Smooth Muscle Cells (and/or Myofibroblasts)
adjkkhej-1,Smooth Muscle Cells (and/or Myofibroblasts)
adjleodp-1,CD4+ T cells (naive/central memory)
adjmaeji-1,Macrophages
adjopaeg-1,B cells
adjpfcao-1,Natural Killer (NK) cells
adjphbeh-1,Fibroblasts / Myofibroblasts (Stromal cells)
adjpmnhf-1,Fibroblasts / Myofibroblasts (Stromal cells)
adjponcl-1,Macrophages (possibly FCGR1A+ subset)
adkbiaea-1,Fibroblasts / Myofibroblasts (Stromal cells)
adkcbplp-1,Fibroblasts / Myofibroblasts (Stromal cells)
adkcfahp-1,Anti-inflammatory Macrophages (M2-like)
adkcknpj-1,Fibroblasts / Myofibroblasts (Stromal cells)
adkcppjb-1,CD4+ T cells (naive/central memory)
adkedoke-1,Cytotoxic/NK-like T cells
adkfceii-1,Macrophages
adkffboj-1,CD8+ Cytotoxic T cells
adkkbcpa-1,CD4+ T cells (naive/central memory)
adkldjkm-1,Plasma Cells (differentiated B cells)
adkldokf-1,CD8+ Cytotoxic T cells
adkmckcd-1,CD4+ T cells (naive/central memory)
adkmgnpl-1,Cytotoxic/NK-like T cells
adlajmdg-1,Plasma Cells (differentiated B cells)
adlalaig-1,CD8+ Cytotoxic T cells
adlcafjp-1,CD8+ Cytotoxic T cells
adlcecld-1,B cells
adlcnmid-1,CD4+ T cells (naive/central memory)
adlcpjek-1,B cells
adlecach-1,Naive/Central Memory T cells
adlemelh-1,Plasma Cells (differentiated B cells)
adlenmhg-1,CD4+ T cells (naive/central memory)
adlgigpk-1,B cells
adlgpeim-1,CD8+ Cytotoxic T cells
adlhfdch-1,Anti-inflammatory Macrophages (M2-like)
adlinagh-1,Fibroblasts / Myofibroblasts (Stromal cells)
adljnhpg-1,Fibroblasts / Myofibroblasts (Stromal cells)
adlljfmf-1,Fibroblasts / Myofibroblasts (Stromal cells)
adlnhhkf-1,Anti-inflammatory Macrophages (M2-like)
admafopn-1,Fibroblasts / Myofibroblasts (Stromal cells)
admbkooe-1,CD4+ T cells (naive/central memory)
admcjimf-1,CD4+ T cells (naive/central memory)
admebpeb-1,CD4+ T cells (naive/central memory)
admfkpga-1,CD4+ T cells (naive/central memory)
admjmmln-1,Fibroblasts / Myofibroblasts (Stromal cells)
admlpkpn-1,CD4+ T cells (naive/central memory)
admnianl-1,B cells
admojgoi-1,CD4+ T cells (naive/central memory)
admomkld-1,Fibroblasts / Myofibroblasts (Stromal cells)
adnaifhg-1,Fibroblasts / Myofibroblasts (Stromal cells)
adnhcggi-1,Fibroblasts / Myofibroblasts (Stromal cells)
adnhgplp-1,Fibroblasts / Myofibroblasts (Stromal cells)
adnhkbld-1,Smooth Muscle Cells (and/or Myofibroblasts)
adnikkid-1,B cells
adnjocki-1,Fibroblasts / Myofibroblasts (Stromal cells)
adnkjjie-1,Fibroblasts / Myofibroblasts (Stromal cells)
adnmebnd-1,CD8+ Cytotoxic T cells
adnncnfi-1,Fibroblasts (Stromal cells)
adnpadff-1,Macrophages
adodahpm-1,B cells
adoepndf-1,Fibroblasts / Myofibroblasts (Stromal cells)
adogbkef-1,Fibroblasts / Myofibroblasts (Stromal cells)
adohgida-1,Fibroblasts / Myofibroblasts (Stromal cells)
adojoddb-1,Natural Killer (NK) cells
adokcpme-1,CD4+ T cells (naive/central memory)
adolibid-1,Anti-inflammatory Macrophages (M2-like)
adomcceh-1,Fibroblasts / Myofibroblasts (Stromal cells)
adomhije-1,Fibroblasts / Myofibroblasts (Stromal cells)
adomkhhm-1,Cytotoxic/NK-like T cells
adoncgfi-1,Naive/Central Memory T cells
adonplng-1,Fibroblasts / Myofibroblasts (Stromal cells)
adoocdpm-1,Fibroblasts / Myofibroblasts (Stromal cells)
adooefmi-1,Fibroblasts / Myofibroblasts (Stromal cells)
adpbckkm-1,Fibroblasts / Myofibroblasts (Stromal cells)
adpegjke-1,CD4+ T cells (naive/central memory)
adpggjgm-1,Smooth Muscle Cells (and/or Myofibroblasts)
adpgnegf-1,Fibroblasts / Myofibroblasts (Stromal cells)
adpiemko-1,Fibroblasts / Myofibroblasts (Stromal cells)
adpjdpkg-1,Fibroblasts / Myofibroblasts (Stromal cells)
adpkhfoa-1,Fibroblasts / Myofibroblasts (Stromal cells)
adpllmdj-1,Natural Killer (NK) cells
adpnjjlc-1,Fibroblasts / Myofibroblasts (Stromal cells)
adppbjai-1,Possible Mast Cells / Neuroendocrine-like
adppkkie-1,Cytotoxic/NK-like T cells
aeabipjd-1,Naive/Central Memory T cells
aeacdnib-1,CD4+ T cells (naive/central memory)
aeachkil-1,CD8+ Cytotoxic T cells
aeadddoj-1,Macrophages
aeagaeed-1,CD4+ T cells (naive/central memory)
aeagnfhi-1,CD8+ Cytotoxic T cells
aeajcbkf-1,CD4+ T cells (naive/central memory)
aeajedbm-1,B cells
aealclog-1,CD4+ T cells (naive/central memory)
aeamkigk-1,CD8+ Cytotoxic T cells
aeamneem-1,Natural Killer (NK) cells
aeangobd-1,Naive/Central Memory T cells
aeaofjlp-1,Smooth Muscle Cells (and/or Myofibroblasts)
aeaolbkj-1,CD8+ Cytotoxic T cells
aeapjdoj-1,CD14+ Monocytes / Macrophages
aebaiffa-1,Macrophages
aebbafke-1,CD4+ T cells (naive/central memory)
aebdakne-1,CD4+ T cells (naive/central memory)
aebgajhd-1,Possible Mast Cells / Neuroendocrine-like
aebgdool-1,Smooth Muscle Cells (and/or Myofibroblasts)
aebibdjk-1,B cells
aebidden-1,Possible Mast Cells / Neuroendocrine-like
aebjceom-1,Smooth Muscle Cells (and/or Myofibroblasts)
aebjhdog-1,CD8+ Cytotoxic T cells
aebjigla-1,Possible Mast Cells / Neuroendocrine-like
aebjljal-1,Cytotoxic/NK-like T cells
aeblepaa-1,CD4+ T cells (naive/central memory)
aeblihhb-1,Cytotoxic/NK-like T cells
aeblnmbd-1,CD4+ T cells (naive/central memory)
aeboneal-1,CD14+ Monocytes / Macrophages
aebplhon-1,CD4+ T cells (naive/central memory)
aebpnbpi-1,B cells
aecanhoo-1,Possible Mast Cells / Neuroendocrine-like
aecblofl-1,CD4+ T cells (naive/central memory)
aecfhcfi-1,B cells
aecghhae-1,CD14+ Monocytes / Macrophages
aecigben-1,CD4+ T cells (naive/central memory)
aecikaei-1,B cells
aecjlcaf-1,B cells
aecjpapc-1,CD8+ Cytotoxic T cells
aecledlj-1,CD4+ T cells (naive/central memory)
aecomgmk-1,Fibroblasts (Stromal cells)
aedbbkdl-1,Smooth Muscle Cells (and/or Myofibroblasts)
aeddmhbp-1,B cells
aeddoobd-1,B cells
aedeimek-1,Fibroblasts (Stromal cells)
aedemggi-1,CD4+ T cells (naive/central memory)
aedenaac-1,Fibroblasts (Stromal cells)
aedhobbh-1,CD4+ T cells (naive/central memory)
aedjgmdk-1,Fibroblasts (Stromal cells)
aedllmbc-1,Smooth Muscle Cells
aedmfkjd-1,Natural Killer (NK) cells
aednehek-1,Smooth Muscle Cells (and/or Myofibroblasts)
aedneoki-1,Fibroblasts (Stromal cells)
aedomfen-1,CD4+ T cells (naive/central memory)
aedoofch-1,Possible Mast Cells / Neuroendocrine-like
aedpfpjd-1,Plasma Cells (differentiated B cells)
aedpgglh-1,Possible Mast Cells / Neuroendocrine-like
aeeaooll-1,Naive/Central Memory T cells
aeecdpae-1,Smooth Muscle Cells (and/or Myofibroblasts)
aeecgkml-1,CD4+ T cells (naive/central memory)
aeeddpkb-1,Anti-inflammatory Macrophages (M2-like)
aeeemoae-1,Smooth Muscle Cells (and/or Myofibroblasts)
aeefhopi-1,B cells
aeegamff-1,Possible Mast Cells / Neuroendocrine-like
aeegpnif-1,Possible Mast Cells / Neuroendocrine-like
aeeilooa-1,Smooth Muscle Cells
aeejjmld-1,Fibroblasts (Stromal cells)
aeekchof-1,Smooth Muscle Cells
aeeknpnf-1,Fibroblasts (Stromal cells)
aeelceic-1,Smooth Muscle Cells (and/or Myofibroblasts)
aeemaead-1,Anti-inflammatory Macrophages (M2-like)
aeemdgdp-1,Anti-inflammatory Macrophages (M2-like)
aeemdohk-1,Naive/Central Memory T cells
aefamfdh-1,Anti-inflammatory Macrophages (M2-like)
aefbcejo-1,Anti-inflammatory Macrophages (M2-like)
aefbdhbe-1,CD4+ T cells (naive/central memory)
aefbehke-1,Fibroblasts (Stromal cells)
aefcdibg-1,Cytotoxic/NK-like T cells
aefcfghp-1,Smooth Muscle Cells (and/or Myofibroblasts)
aefcolka-1,B cells
aefdmbgl-1,Fibroblasts (Stromal cells)
aefelmfk-1,Macrophages
aefengna-1,CD4+ T cells (naive/central memory)
aefkknpc-1,CD4+ T cells (naive/central memory)
aefldmeg-1,Smooth Muscle Cells (and/or Myofibroblasts)
aefllpoi-1,Macrophages (possibly FCGR1A+ subset)
aefmgedk-1,Anti-inflammatory Macrophages (M2-like)
aefmnpom-1,Smooth Muscle Cells (and/or Myofibroblasts)
aefneljf-1,Macrophages (possibly FCGR1A+ subset)
aefoiodf-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
aefopejh-1,Fibroblasts / Myofibroblasts (Stromal cells)
aegajofn-1,CD8+ Cytotoxic T cells
aegbipmm-1,CD8+ Cytotoxic T cells
